LOCATION,DAY,DATE,TIME_WIB,TDS_PPM,TEMP_RIVER_C,TEMP_AIR_C
Cupang_Ciawitali_R,Sun,2017-08-12,14:00,61,22,28
Cupang_Ciawitali_R,Sun,2017-08-12,16:00,61,20,25
Cupang_Ciawitali_R,Mon,2017-08-20,10:00,63,19,25
Cupang_Ciawitali_R,Mon,2017-08-20,12:00,69,21,29
Cupang_Ciawitali_R,Mon,2017-08-20,14:00,70,25,32
Cupang_Ciawitali_R,Mon,2017-08-20,16:00,65,18,29
Cupang_Ciawitali_R,Tue,2017-08-21,10:00,63,20,27
Cupang_Ciawitali_R,Tue,2017-08-21,12:00,69,21,29
Cupang_Ciawitali_R,Tue,2017-08-21,14:00,62,22,30
Cupang_Ciawitali_R,Tue,2017-08-21,16:00,61,22,25
Cupang_Ciawitali_R,Wed,2017-08-22,10:00,61,19,20
Cupang_Ciawitali_R,Wed,2017-08-22,12:00,69,23,28
Cupang_Ciawitali_R,Wed,2017-08-22,14:00,67,25,33
Cupang_Ciawitali_R,Wed,2017-08-22,16:00,61,21,26
Cupang_Ciawitali_R,Thu,2017-08-23,10:00,70,19,25
Cupang_Ciawitali_R,Thu,2017-08-23,12:00,67,23,27
Cupang_Ciawitali_R,Thu,2017-08-23,14:00,64,23,28
Cupang_Ciawitali_R,Thu,2017-08-23,16:00,68,23,29
Cupang_Ciawitali_R,Fri,2017-08-24,10:00,64,20,25
Cupang_Ciawitali_R,Fri,2017-08-24,12:00,60,18,30
Cupang_Ciawitali_R,Fri,2017-08-24,14:00,61,21,31
Cupang_Ciawitali_R,Fri,2017-08-24,16:00,63,22,27
Cupang_Ciawitali_R,Sat,2017-08-25,10:00,66,16,24
Cupang_Ciawitali_R,Sat,2017-08-25,12:00,62,23,29
Cupang_Ciawitali_R,Sat,2017-08-25,14:00,65,23,32
Cupang_Ciawitali_R,Sat,2017-08-25,16:00,61,19,30
Cupang_Ciawitali_R,Sun,2017-08-26,10:00,61,18,22
Cupang_Ciawitali_R,Sun,2017-08-26,12:00,61,18,25
Cupang_Ciawitali_R,Sun,2017-08-26,14:00,66,23,34
Cupang_Ciawitali_R,Sun,2017-08-26,16:00,68,21,25
Cupang_Ciawitali_R,Mon,2017-09-03,10:00,66,18,20
Cupang_Ciawitali_R,Mon,2017-09-03,12:00,63,19,25
Cupang_Ciawitali_R,Mon,2017-09-03,14:00,66,25,34
Cupang_Ciawitali_R,Mon,2017-09-03,16:00,64,19,30
Cupang_Ciawitali_R,Tue,2017-09-04,10:00,65,16,23
Cupang_Ciawitali_R,Tue,2017-09-04,12:00,60,20,25
Cupang_Ciawitali_R,Tue,2017-09-04,14:00,65,23,34
Cupang_Ciawitali_R,Tue,2017-09-04,16:00,63,22,28
Cupang_Ciawitali_R,Wed,2017-09-05,10:00,62,18,24
Cupang_Ciawitali_R,Wed,2017-09-05,12:00,70,23,28
Cupang_Ciawitali_R,Wed,2017-09-05,14:00,65,23,28
Cupang_Ciawitali_R,Wed,2017-09-05,16:00,69,19,27
Cupang_Ciawitali_R,Thu,2017-09-06,10:00,62,18,27
Cupang_Ciawitali_R,Thu,2017-09-06,12:00,64,19,28
Cupang_Ciawitali_R,Thu,2017-09-06,14:00,67,25,30
Cupang_Ciawitali_R,Thu,2017-09-06,16:00,64,23,27
Cupang_Ciawitali_R,Fri,2017-09-07,10:00,65,20,26
Cupang_Ciawitali_R,Fri,2017-09-07,12:00,60,21,28
Cupang_Ciawitali_R,Fri,2017-09-07,14:00,60,22,31
Cupang_Ciawitali_R,Fri,2017-09-07,16:00,67,19,26
Cupang_Ciawitali_R,Sat,2017-09-08,10:00,66,16,25
Cupang_Ciawitali_R,Sat,2017-09-08,12:00,70,21,30
Cupang_Ciawitali_R,Sat,2017-09-08,14:00,67,23,30
Cupang_Ciawitali_R,Sat,2017-09-08,16:00,69,18,26
Cupang_Ciawitali_R,Sun,2017-09-09,10:00,65,15,24
Cupang_Ciawitali_R,Sun,2017-09-09,12:00,66,22,26
Cupang_Ciawitali_R,Sun,2017-09-09,14:00,65,24,34
Cupang_Ciawitali_R,Sun,2017-09-09,16:00,65,21,27
Cupang_Ciawitali_R,Mon,2017-09-17,10:00,60,17,22
Cupang_Ciawitali_R,Mon,2017-09-17,12:00,62,18,25
Cupang_Ciawitali_R,Mon,2017-09-17,14:00,70,24,29
Cupang_Ciawitali_R,Mon,2017-09-17,16:00,69,20,30
Cupang_Ciawitali_R,Tue,2017-09-18,10:00,62,20,22
Cupang_Ciawitali_R,Tue,2017-09-18,12:00,60,20,26
Cupang_Ciawitali_R,Tue,2017-09-18,14:00,62,25,31
Cupang_Ciawitali_R,Tue,2017-09-18,16:00,68,18,30
Cupang_Ciawitali_R,Wed,2017-09-19,10:00,60,19,26
Cupang_Ciawitali_R,Wed,2017-09-19,12:00,61,23,28
Cupang_Ciawitali_R,Wed,2017-09-19,14:00,60,23,30
Cupang_Ciawitali_R,Wed,2017-09-19,16:00,63,23,27
Cupang_Ciawitali_R,Thu,2017-09-20,10:00,70,16,23
Cupang_Ciawitali_R,Thu,2017-09-20,12:00,64,21,26
Cupang_Ciawitali_R,Thu,2017-09-20,14:00,65,20,28
Cupang_Ciawitali_R,Thu,2017-09-20,16:00,62,20,29
Cupang_Ciawitali_R,Fri,2017-09-21,10:00,64,19,24
Cupang_Ciawitali_R,Fri,2017-09-21,12:00,68,22,30
Cupang_Ciawitali_R,Fri,2017-09-21,14:00,66,22,28
Cupang_Ciawitali_R,Fri,2017-09-21,16:00,69,23,28
Cupang_Ciawitali_R,Sat,2017-09-22,10:00,63,17,20
Cupang_Ciawitali_R,Sat,2017-09-22,12:00,62,20,28
Cupang_Ciawitali_R,Sat,2017-09-22,14:00,60,25,33
Cupang_Ciawitali_R,Sat,2017-09-22,16:00,61,20,28
Cupang_Ciawitali_R,Sun,2017-09-23,10:00,67,16,27
Cupang_Ciawitali_R,Sun,2017-09-23,12:00,69,23,28
Cupang_Ciawitali_R,Sun,2017-09-23,14:00,62,20,29
Cupang_Ciawitali_R,Sun,2017-09-23,16:00,61,23,30
Cupang_Ciawitali_R,Mon,2017-10-01,10:00,61,20,20
Cupang_Ciawitali_R,Mon,2017-10-01,12:00,70,19,25
Cupang_Ciawitali_R,Mon,2017-10-01,14:00,63,22,28
Cupang_Ciawitali_R,Mon,2017-10-01,16:00,65,18,27
Cupang_Ciawitali_R,Tue,2017-10-02,10:00,69,18,24
Cupang_Ciawitali_R,Tue,2017-10-02,12:00,68,18,28
Cupang_Ciawitali_R,Tue,2017-10-02,14:00,63,20,34
Cupang_Ciawitali_R,Tue,2017-10-02,16:00,62,19,26
Cupang_Ciawitali_R,Wed,2017-10-03,10:00,69,18,27
Cupang_Ciawitali_R,Wed,2017-10-03,12:00,62,22,29
Cupang_Ciawitali_R,Wed,2017-10-03,14:00,65,24,31
Cupang_Ciawitali_R,Wed,2017-10-03,16:00,63,21,30
Cupang_Ciawitali_R,Thu,2017-10-04,10:00,68,17,26
Cupang_Ciawitali_R,Thu,2017-10-04,12:00,60,20,30
Cupang_Ciawitali_R,Thu,2017-10-04,14:00,60,25,32
Cupang_Ciawitali_R,Thu,2017-10-04,16:00,67,19,25
Cupang_Ciawitali_R,Fri,2017-10-05,10:00,60,15,25
Cupang_Ciawitali_R,Fri,2017-10-05,12:00,60,19,25
Cupang_Ciawitali_R,Fri,2017-10-05,14:00,63,22,28
Cupang_Ciawitali_R,Fri,2017-10-05,16:00,69,19,29
Cupang_Ciawitali_R,Sat,2017-10-06,10:00,69,18,25
Cupang_Ciawitali_R,Sat,2017-10-06,12:00,63,20,28
Cupang_Ciawitali_R,Sat,2017-10-06,14:00,69,21,32
Cupang_Ciawitali_R,Sat,2017-10-06,16:00,66,19,26
Cupang_Ciawitali_R,Sun,2017-10-07,10:00,69,18,22
Cupang_Ciawitali_R,Sun,2017-10-07,12:00,63,21,28
Cupang_Ciawitali_R,Sun,2017-10-07,14:00,68,22,28
Cupang_Ciawitali_R,Sun,2017-10-07,16:00,62,19,29
Cupang_Ciawitali_R,Mon,2017-10-15,10:00,61,16,25
Cupang_Ciawitali_R,Mon,2017-10-15,12:00,66,19,30
Cupang_Ciawitali_R,Mon,2017-10-15,14:00,64,25,28
Cupang_Ciawitali_R,Mon,2017-10-15,16:00,66,19,25
Cupang_Ciawitali_R,Tue,2017-10-16,10:00,60,18,27
Cupang_Ciawitali_R,Tue,2017-10-16,12:00,63,20,25
Cupang_Ciawitali_R,Tue,2017-10-16,14:00,68,21,31
Cupang_Ciawitali_R,Tue,2017-10-16,16:00,64,18,28
Cupang_Ciawitali_R,Wed,2017-10-17,10:00,60,18,23
Cupang_Ciawitali_R,Wed,2017-10-17,12:00,63,21,28
Cupang_Ciawitali_R,Wed,2017-10-17,14:00,64,23,31
Cupang_Ciawitali_R,Wed,2017-10-17,16:00,62,21,26
Cupang_Ciawitali_R,Thu,2017-10-18,10:00,61,15,20
Cupang_Ciawitali_R,Thu,2017-10-18,12:00,63,22,26
Cupang_Ciawitali_R,Thu,2017-10-18,14:00,60,21,29
Cupang_Ciawitali_R,Thu,2017-10-18,16:00,62,22,27
Cupang_Ciawitali_R,Fri,2017-10-19,10:00,69,20,27
Cupang_Ciawitali_R,Fri,2017-10-19,12:00,66,19,25
Cupang_Ciawitali_R,Fri,2017-10-19,14:00,63,20,30
Cupang_Ciawitali_R,Fri,2017-10-19,16:00,63,22,26
Cupang_Ciawitali_R,Sat,2017-10-20,10:00,67,17,26
Cupang_Ciawitali_R,Sat,2017-10-20,12:00,63,23,25
Cupang_Ciawitali_R,Sat,2017-10-20,14:00,69,22,29
Cupang_Ciawitali_R,Sat,2017-10-20,16:00,63,23,27
Cupang_Ciawitali_R,Sun,2017-10-21,10:00,67,20,25
Cupang_Ciawitali_R,Sun,2017-10-21,12:00,62,20,27
Cupang_Ciawitali_R,Sun,2017-10-21,14:00,70,22,32
Cupang_Ciawitali_R,Sun,2017-10-21,16:00,62,23,26
Cupang_Ciawitali_R,Mon,2017-10-29,10:00,69,18,27
Cupang_Ciawitali_R,Mon,2017-10-29,12:00,69,22,30
Cupang_Ciawitali_R,Mon,2017-10-29,14:00,60,25,32
Cupang_Ciawitali_R,Mon,2017-10-29,16:00,60,20,25
Cupang_Ciawitali_R,Tue,2017-10-30,10:00,66,19,20
Cupang_Ciawitali_R,Tue,2017-10-30,12:00,63,23,26
Cupang_Ciawitali_R,Tue,2017-10-30,14:00,66,24,33
Cupang_Ciawitali_R,Tue,2017-10-30,16:00,65,19,30
Cupang_Ciawitali_R,Wed,2017-10-31,10:00,70,16,23
Cupang_Ciawitali_R,Wed,2017-10-31,12:00,68,21,26
Cupang_Ciawitali_R,Wed,2017-10-31,14:00,66,21,34
Cupang_Ciawitali_R,Wed,2017-10-31,16:00,61,22,26
Cupang_Ciawitali_R,Thu,2017-11-01,10:00,65,18,25
Cupang_Ciawitali_R,Thu,2017-11-01,12:00,65,18,30
Cupang_Ciawitali_R,Thu,2017-11-01,14:00,70,24,32
